'Chip_name'	'Experiment_name'	'Experiment_description'
'MG1655_t270_anaerobic_r1'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t270_anaerobic_r2'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t405_aerobic_r1'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t405_aerobic_r2'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t86400_cecum_r1'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t86400_cecum_r2'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t86400_cecum_r3'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t86400_cecum_r4'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'MG1655_t86400_cecum_r5'	'fermentor_and_cecum'	'MG1655 anaerobic and aerobic in fermentor; plus 24 in mouse cecum'
'biofilm_4hr_r1'	'temporal_biofilm'	'samples from biofilm on glass wool and from suspension around the glass wool'
'biofilm_7hr_r1'	'temporal_biofilm'	'samples from biofilm on glass wool and from suspension around the glass wool'
'biofilm_15hr_r1'	'temporal_biofilm'	'samples from biofilm on glass wool and from suspension around the glass wool'
'biofilm_24hr_r1'	'temporal_biofilm'	'samples from biofilm on glass wool and from suspension around the glass wool'
'suspension_4hr_r1'	'temporal_biofilm'	'samples from biofilm on glass wool and from suspension around the glass wool'
'suspension_7hr_r1'	'temporal_biofilm'	'samples from biofilm on glass wool and from suspension around the glass wool'
'suspension_15hr_r1'	'temporal_biofilm'	'samples from biofilm on glass wool and from suspension around the glass wool'
'suspension_24hr_r1'	'temporal_biofilm'	'samples from biofilm on glass wool and from suspension around the glass wool'
'W3110_K_luxS_r1'	'luxS'	'luxS knockouts with +/- glucose'
'W3110_K_luxS_r2'	'luxS'	'luxS knockouts with +/- glucose'
'W3110_wt_luxS_r1'	'luxS'	'luxS knockouts with +/- glucose'
'W3110_wt_luxS_r2'	'luxS'	'luxS knockouts with +/- glucose'
'W3110_K_luxS_glucose_r1'	'luxS'	'luxS knockouts with +/- glucose'
'W3110_wt_luxS_glucose_r1'	'luxS'	'luxS knockouts with +/- glucose'
'W3110_wt_luxS_glucose_r2'	'luxS'	'luxS knockouts with +/- glucose'
'str_ctrl_M9_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_ctrl_M9_r2'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_ctrl_M9_r3'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_str_SH_M9_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_str_SH_M9_r2'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_str_SH_M9_r3'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_ctrl_K_relA_M9_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_str_K_relA_M9_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_ctrl_0m_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_str_SH_20m_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_str_SH_120m_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_str_LV_20m_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_str_LV_20m_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_ctrl_K_relA_0m_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_str_SH_K_relA_20m_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_str_SH_K_relA_120m_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_str_LV_K_relA_20m_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_str_LV_K_relA_20m_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_ctrl_U_relA_20m_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_str_U_relA_20m_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_ctrl_U_relA_20m_K_rpoS_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_str_U_relA_20m_K_rpoS_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_ctrl_U_relA_20m_K_bolA_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'str_str_U_relA_20m_K_bolA_r1'	'stringent_response'	'Induction of stringent response by serine hydroxamate, valine overdose and RelA overexpression'
'biofilm_24hrs_wt_ymgB_r1'	'ymgB_biofilm'	'BW25113 ymgB and W/T in LBglu 24h biofilm cells'
'biofilm_24hrs_K_ymgB_r1'	'ymgB_biofilm'	'BW25113 ymgB and W/T in LBglu 24h biofilm cells'
'biofilm_15hr_wt_yncC_r1'	'yncC_biofilm'	'E. coli BW25113 yncC vs wt biofilm cells in LB 15h 37C'
'biofilm_15hr_K_yncC_r1'	'yncC_biofilm'	'E. coli BW25113 yncC vs wt biofilm cells in LB 15h 37C'
'ctrl_no_tannin_r1'	'tannin_resistance'	'Tannin resistance strategies of Escherichia coli in anaerobic conditions'
'ctrl_no_tannin_r2'	'tannin_resistance'	'Tannin resistance strategies of Escherichia coli in anaerobic conditions'
'tannin_1_pct_r1'	'tannin_resistance'	'Tannin resistance strategies of Escherichia coli in anaerobic conditions'
'tannin_1_pct_r2'	'tannin_resistance'	'Tannin resistance strategies of Escherichia coli in anaerobic conditions'
'wt_rpoS_exp_r1'	'rpoS_exponential'	'RpoS regulation of gene expression during exponential growth of E. coli K-12'
'wt_rpoS_exp_r2'	'rpoS_exponential'	'RpoS regulation of gene expression during exponential growth of E. coli K-12'
'wt_rpoS_exp_r3'	'rpoS_exponential'	'RpoS regulation of gene expression during exponential growth of E. coli K-12'
'K_rpoS_exp_r1'	'rpoS_exponential'	'RpoS regulation of gene expression during exponential growth of E. coli K-12'
'K_rpoS_exp_r2'	'rpoS_exponential'	'RpoS regulation of gene expression during exponential growth of E. coli K-12'
'K_rpoS_exp_r3'	'rpoS_exponential'	'RpoS regulation of gene expression during exponential growth of E. coli K-12'
'wt_rpoS_stat_r1'	'rpoS_stationary'	'RpoS regulation of gene expression during stationary phase of E. coli K-12'
'wt_rpoS_stat_r2'	'rpoS_stationary'	'RpoS regulation of gene expression during stationary phase of E. coli K-12'
'wt_rpoS_stat_r3'	'rpoS_stationary'	'RpoS regulation of gene expression during stationary phase of E. coli K-12'
'K_rpoS_stat_r1'	'rpoS_stationary'	'RpoS regulation of gene expression during stationary phase of E. coli K-12'
'K_rpoS_stat_r2'	'rpoS_stationary'	'RpoS regulation of gene expression during stationary phase of E. coli K-12'
'K_rpoS_stat_r3'	'rpoS_stationary'	'RpoS regulation of gene expression during stationary phase of E. coli K-12'
'sg_baseline_t0_r1'	'gentamicin_time_series'	'time course gentamicin, spectinomycin, and control'
'sg_untreated_t30_r1'	'gentamicin_time_series'	'time course gentamicin, spectinomycin, and control'
'sg_untreated_t60_r1'	'gentamicin_time_series'	'time course gentamicin, spectinomycin, and control'
'sg_untreated_t120_r1'	'gentamicin_time_series'	'time course gentamicin, spectinomycin, and control'
'sg_spect_t30_r1'	'gentamicin_time_series'	'time course gentamicin, spectinomycin, and control'
'sg_spect_t60_r1'	'gentamicin_time_series'	'time course gentamicin, spectinomycin, and control'
'sg_spect_t120_r1'	'gentamicin_time_series'	'time course gentamicin, spectinomycin, and control'
'sg_gent_t30_r1'	'gentamicin_time_series'	'time course gentamicin, spectinomycin, and control'
'sg_gent_t60_r1'	'gentamicin_time_series'	'time course gentamicin, spectinomycin, and control'
'sg_gent_t120_r1'	'gentamicin_time_series'	'time course gentamicin, spectinomycin, and control'
'MC4100_wt_untreated_r1'	'HU_ybeY'	'wild-type and ybeY KO exposed to hydroxyurea'
'MC4100_wt_untreated_r2'	'HU_ybeY'	'wild-type and ybeY KO exposed to hydroxyurea'
'MC4100_wt_untreated_r3'	'HU_ybeY'	'wild-type and ybeY KO exposed to hydroxyurea'
'MC4100_wt_HU_r1'	'HU_ybeY'	'wild-type and ybeY KO exposed to hydroxyurea'
'MC4100_wt_HU_r2'	'HU_ybeY'	'wild-type and ybeY KO exposed to hydroxyurea'
'MC4100_wt_HU_r3'	'HU_ybeY'	'wild-type and ybeY KO exposed to hydroxyurea'
'MC4100_ybeY_untreated_r1'	'HU_ybeY'	'wild-type and ybeY KO exposed to hydroxyurea'
'MC4100_ybeY_untreated_r2'	'HU_ybeY'	'wild-type and ybeY KO exposed to hydroxyurea'
'MC4100_ybeY_untreated_r3'	'HU_ybeY'	'wild-type and ybeY KO exposed to hydroxyurea'
'MC4100_ybeY_HU_r1'	'HU_ybeY'	'wild-type and ybeY KO exposed to hydroxyurea'
'MC4100_ybeY_HU_r2'	'HU_ybeY'	'wild-type and ybeY KO exposed to hydroxyurea'
'MC4100_ybeY_HU_r3'	'HU_ybeY'	'wild-type and ybeY KO exposed to hydroxyurea'
'AB1157_wt_untreated_r1'	'nitrofurazone_nusA'	'Nitrofurazone treatment of wild-type and nusA knockout'
'AB1157_wt_untreated_r2'	'nitrofurazone_nusA'	'Nitrofurazone treatment of wild-type and nusA knockout'
'AB1157_wt_untreated_r3'	'nitrofurazone_nusA'	'Nitrofurazone treatment of wild-type and nusA knockout'
'AB1157_del_nusA_untreated_r1'	'nitrofurazone_nusA'	'Nitrofurazone treatment of wild-type and nusA knockout'
'AB1157_del_nusA_untreated_r2'	'nitrofurazone_nusA'	'Nitrofurazone treatment of wild-type and nusA knockout'
'AB1157_del_nusA_untreated_r3'	'nitrofurazone_nusA'	'Nitrofurazone treatment of wild-type and nusA knockout'
'AB1157_wt_nitrofurazone_r1'	'nitrofurazone_nusA'	'Nitrofurazone treatment of wild-type and nusA knockout'
'AB1157_wt_nitrofurazone_r2'	'nitrofurazone_nusA'	'Nitrofurazone treatment of wild-type and nusA knockout'
'AB1157_wt_nitrofurazone_r3'	'nitrofurazone_nusA'	'Nitrofurazone treatment of wild-type and nusA knockout'
'AB1157_del_nusA_nitrofurazone_r1'	'nitrofurazone_nusA'	'Nitrofurazone treatment of wild-type and nusA knockout'
'AB1157_del_nusA_nitrofurazone_r2'	'nitrofurazone_nusA'	'Nitrofurazone treatment of wild-type and nusA knockout'
'AB1157_del_nusA_nitrofurazone_r3'	'nitrofurazone_nusA'	'Nitrofurazone treatment of wild-type and nusA knockout'
'AB1157_lexA_mutant_r1'	'umuDC'	'UmuDC deletion in lexA mutant'
'AB1157_lexA_mutant_r2'	'umuDC'	'UmuDC deletion in lexA mutant'
'AB1157_lexA_mutant_r3'	'umuDC'	'UmuDC deletion in lexA mutant'
'AB1157_lexA_mutant_del_umuDC_r1'	'umuDC'	'UmuDC deletion in lexA mutant'
'AB1157_lexA_mutant_del_umuDC_r2'	'umuDC'	'UmuDC deletion in lexA mutant'
'AB1157_lexA_mutant_del_umuDC_r3'	'umuDC'	'UmuDC deletion in lexA mutant'
'ps_del_lsr_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'ps_del_lsrC_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'ps_del_lsrR_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'ps_del_ogt_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'ps_del_sdiA_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'ps_del_torC_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'ps_del_ydat_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'ps_del_yddH_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'ps_del_yneJ_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'ps_del_yneL_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'ps_k12_emg2_wt_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'ps_oe_lsrR_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'ps_oe_ogt_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'ps_oe_torC_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'ps_oe_ydat_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'ps_oe_yneL_r1'	'persister_study'	'persister study gene deletions and overexpressions'
'biofilm_24hr_del_ydgG_r1'	'ydgG_biofilm'	'comparison of wild-type and mutant ydgG in biofilm'
'biofilm_24hr_wt_ydgG_r1'	'ydgG_biofilm'	'comparison of wild-type and mutant ydgG in biofilm'
'biofilm_24hr_wt_yliH_yceP_r1'	'yliH_yceP_biofilm'	'yliH and yceP biofilm expression relative to wild type'
'biofilm_24hr_wt_yliH_yceP_r2'	'yliH_yceP_biofilm'	'yliH and yceP biofilm expression relative to wild type'
'biofilm_24hr_del_yceP_r1'	'yliH_yceP_biofilm'	'yliH and yceP biofilm expression relative to wild type'
'biofilm_24hr_del_yliH_r1'	'yliH_yceP_biofilm'	'yliH and yceP biofilm expression relative to wild type'
'biofilm_15hr_wt_ycfR_r1'	'ycfR_biofilm'	'mutant ycfR biofilm vs wild type 15 hr LB glu biofilm cells'
'biofilm_15hr_del_ycfR_r1'	'ycfR_biofilm'	'mutant ycfR biofilm vs wild type 15 hr LB glu biofilm cells'
'acid_shift_t0_r1'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_t0_r2'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_t0_r3'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_t0_r4'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_t0_r5'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_1min_r1'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_1min_r2'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_1min_r3'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_1min_r4'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_1min_r5'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_5min_r1'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_5min_r2'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_5min_r3'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_5min_r4'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_5min_r5'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_10min_r1'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_10min_r2'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_10min_r3'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_10min_r4'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'acid_shift_10min_r5'	'rapid_acid_response'	'Acid-Shifted Time Course of Gene Expression Profiles of Aerobically Grown Escherichia coli K-12'
'TG1_pBS_Kan_H_prod_r1'	'hydrogen_production'	'E. coli TG1/pBS(Kan)Synhox and pBS(Kan) hydrogen production'
'TG1_pBS_Kan_Synhox_H_prod_r1'	'hydrogen_production'	'E. coli TG1/pBS(Kan)Synhox and pBS(Kan) hydrogen production'
'ATCC25404_wt_24hr_biofilm_r1'	'biofilm_R1_plasmid'	'E. coli K-12 wild type with R1drd19 biofilm vs wild type without R1drd19 biofilm'
'ATCC25404_wt_R1drd19_24hr_biofilm_r1'	'biofilm_R1_plasmid'	'E. coli K-12 wild type with R1drd19 biofilm vs wild type without R1drd19 biofilm'
'MG1655_wt_24hr_biofilm_r1'	'biofilm_R1_plasmid'	'E. coli K-12 wild type with R1drd19 biofilm vs wild type without R1drd19 biofilm'
'MG1655_wt_R1drd19_24hr_biofilm_r1'	'biofilm_R1_plasmid'	'E. coli K-12 wild type with R1drd19 biofilm vs wild type without R1drd19 biofilm'
'BW25113_R1drd19_24hr_biofilm_r1'	'biofilm_R1_plasmid'	'E. coli K-12 wild type with R1drd19 biofilm vs wild type without R1drd19 biofilm'
'BW25113_R1drd19_15hr_biofilm_r1'	'biofilm_R1_plasmid'	'E. coli K-12 wild type with R1drd19 biofilm vs wild type without R1drd19 biofilm'
'BW25113_R1drd19_7hr_biofilm_r1'	'biofilm_R1_plasmid'	'E. coli K-12 wild type with R1drd19 biofilm vs wild type without R1drd19 biofilm'
'BW25113_wt_24hr_biofilm_r1'	'biofilm_R1_plasmid'	'E. coli K-12 wild type with R1drd19 biofilm vs wild type without R1drd19 biofilm'
'BW25113_wt_15hr_biofilm_r1'	'biofilm_R1_plasmid'	'E. coli K-12 wild type with R1drd19 biofilm vs wild type without R1drd19 biofilm'
'BW25113_wt_7hr_biofilm_r1'	'biofilm_R1_plasmid'	'E. coli K-12 wild type with R1drd19 biofilm vs wild type without R1drd19 biofilm'
'tetracycline_control_t0_r1'	'tetracycline_time_series'	'Time series treatment of MG1655 with tetracycline'
'tetracycline_10_t30_r1'	'tetracycline_time_series'	'Time series treatment of MG1655 with tetracycline'
'tetracycline_128_t30_r1'	'tetracycline_time_series'	'Time series treatment of MG1655 with tetracycline'
'tetracycline_10_t60_r1'	'tetracycline_time_series'	'Time series treatment of MG1655 with tetracycline'
'tetracycline_128_t60_r1'	'tetracycline_time_series'	'Time series treatment of MG1655 with tetracycline'
'tetracycline_10_t120_r1'	'tetracycline_time_series'	'Time series treatment of MG1655 with tetracycline'
'tetracycline_128_t120_r1'	'tetracycline_time_series'	'Time series treatment of MG1655 with tetracycline'
